transactionid,cashierid,transactiontime,totalamount,paymentmethod,status
6412,2,2025-06-13 20:13:15,10.95,applepay,completed
6413,2,2025-06-13 11:24:47,15.94,card,completed
6414,4,2025-06-13 21:26:31,10.75,card,completed
6415,4,2025-06-13 13:56:45,5.80,card,completed
6416,2,2025-06-13 16:12:19,5.80,card,completed
6417,3,2025-06-13 12:32:15,5.42,card,completed
6418,1,2025-06-13 16:46:35,10.54,applepay,completed
6419,1,2025-06-13 20:23:34,10.10,card,completed
6420,1,2025-06-13 11:40:09,5.43,card,completed
6421,1,2025-06-13 19:38:56,14.14,card,completed
6422,4,2025-06-13 15:03:21,5.32,cash,completed
6423,3,2025-06-13 13:30:33,5.39,card,completed
6424,4,2025-06-13 13:03:05,5.17,card,completed
6425,1,2025-06-13 20:25:30,5.32,applepay,completed
6426,4,2025-06-13 15:00:00,5.39,applepay,completed
6427,4,2025-06-13 21:59:00,12.72,card,completed
6428,4,2025-06-13 13:04:17,5.26,card,completed
6429,2,2025-06-13 16:44:33,32.29,card,completed
6430,2,2025-06-13 13:02:54,5.32,card,completed
6431,3,2025-06-13 12:05:40,9.74,card,completed
6432,3,2025-06-13 13:36:03,5.51,applepay,completed
6433,4,2025-06-13 19:12:41,6.17,card,completed
6434,4,2025-06-13 15:25:33,10.56,card,completed
6435,3,2025-06-13 21:22:09,5.13,card,completed
6436,2,2025-06-13 22:47:41,10.07,card,completed
6437,3,2025-06-13 19:53:24,5.14,applepay,completed
6438,3,2025-06-13 15:44:32,5.38,card,completed
6439,2,2025-06-13 11:38:09,21.62,card,completed
6440,1,2025-06-13 20:00:02,4.66,card,completed
6441,3,2025-06-13 15:47:06,27.00,applepay,completed
6442,2,2025-06-13 11:42:50,5.32,card,completed
6443,4,2025-06-13 18:57:48,5.85,applepay,completed
6444,3,2025-06-13 16:35:29,5.93,card,completed
6445,2,2025-06-13 20:57:12,5.22,card,completed
6446,4,2025-06-13 13:29:27,5.56,card,completed
6447,1,2025-06-13 20:42:28,17.11,card,completed
6448,2,2025-06-13 21:37:16,5.08,card,completed
6449,4,2025-06-13 12:08:30,15.84,applepay,completed
6450,2,2025-06-13 14:47:42,10.79,card,completed
6451,4,2025-06-13 20:43:38,5.34,card,completed
6452,1,2025-06-13 21:26:44,5.52,card,completed
6453,1,2025-06-13 15:12:00,22.03,card,completed
6454,1,2025-06-13 15:07:25,11.52,applepay,completed
6455,3,2025-06-13 12:35:42,5.36,card,completed
6456,4,2025-06-13 13:50:45,10.31,card,completed
6457,4,2025-06-13 21:33:30,5.54,card,completed
6458,2,2025-06-13 22:18:27,15.77,applepay,completed
6459,2,2025-06-13 15:53:45,10.57,cash,completed
6460,3,2025-06-13 13:39:03,11.72,card,completed
6461,2,2025-06-13 16:55:06,4.63,card,completed
6462,3,2025-06-13 16:28:42,16.52,card,completed
6463,3,2025-06-13 16:54:04,5.81,card,completed
6464,3,2025-06-13 15:40:30,4.70,card,completed
6465,1,2025-06-13 16:34:54,11.72,card,completed
6466,3,2025-06-13 13:10:42,5.32,card,completed
6467,3,2025-06-13 16:15:36,15.65,applepay,completed
6468,1,2025-06-13 12:25:44,4.82,card,completed
6469,3,2025-06-13 14:59:08,6.37,applepay,completed
6470,1,2025-06-13 12:14:02,10.46,card,completed
6471,1,2025-06-13 19:29:52,10.88,card,completed
6472,1,2025-06-13 17:37:33,11.70,card,completed
6473,4,2025-06-13 17:35:16,10.80,card,completed
6474,3,2025-06-13 19:19:02,5.36,card,completed
6475,2,2025-06-13 16:54:25,15.89,card,completed
6476,3,2025-06-13 14:45:57,9.36,applepay,completed
6477,2,2025-06-13 13:04:20,10.59,card,completed
6478,1,2025-06-13 12:50:33,4.84,card,completed
6479,1,2025-06-13 13:48:34,10.36,card,completed
6480,1,2025-06-13 19:12:19,27.07,cash,completed
6481,3,2025-06-13 19:53:25,6.05,card,completed
6482,2,2025-06-13 18:40:56,5.09,card,completed
6483,2,2025-06-13 13:17:10,4.95,card,completed
6484,4,2025-06-13 16:57:02,5.96,card,completed
6485,3,2025-06-13 16:38:46,5.28,card,completed
6486,4,2025-06-13 20:40:46,15.96,card,completed
6487,1,2025-06-13 17:21:27,5.31,card,completed
6488,2,2025-06-13 15:46:19,5.45,card,completed
6489,2,2025-06-13 15:16:43,5.24,card,completed
6490,2,2025-06-13 14:11:09,5.33,cash,completed
6491,3,2025-06-13 13:15:56,5.38,card,completed
6492,2,2025-06-13 15:20:05,5.35,card,completed
6493,2,2025-06-13 15:28:54,5.47,applepay,completed
6494,1,2025-06-13 14:26:04,11.24,card,completed
6495,2,2025-06-13 17:51:24,11.26,card,completed
6496,1,2025-06-13 13:01:23,5.12,card,completed
6497,3,2025-06-13 16:46:52,5.49,card,completed
6498,3,2025-06-13 15:09:50,10.99,card,completed
6499,4,2025-06-13 15:04:40,5.91,card,completed
6500,4,2025-06-13 16:36:54,5.03,card,completed
6501,2,2025-06-13 12:04:52,4.84,cash,completed
6502,1,2025-06-13 17:10:53,10.60,card,completed
6503,2,2025-06-13 22:10:05,14.67,applepay,completed
6504,2,2025-06-13 19:52:49,32.47,applepay,completed
6505,2,2025-06-13 12:54:29,5.31,card,completed
6506,2,2025-06-13 21:30:27,10.97,card,completed
6507,1,2025-06-13 17:34:30,20.86,applepay,completed
6508,3,2025-06-13 13:14:14,21.67,card,completed
6509,3,2025-06-13 16:23:34,4.84,card,completed
6510,1,2025-06-13 13:41:02,11.79,card,completed
6511,1,2025-06-13 16:51:48,6.08,card,completed
6512,4,2025-06-13 21:48:06,6.14,card,completed
6513,3,2025-06-13 20:43:20,9.71,card,completed
6514,4,2025-06-13 21:19:13,4.65,cash,completed
6515,2,2025-06-13 17:25:16,4.78,card,completed
6516,1,2025-06-13 13:09:39,5.97,card,completed
6517,2,2025-06-13 19:52:04,5.41,card,completed
6518,3,2025-06-13 17:21:45,5.54,card,completed
6519,3,2025-06-13 19:49:30,5.35,card,completed
6520,1,2025-06-13 22:06:58,6.71,card,completed
6521,4,2025-06-13 20:42:08,17.95,card,completed
6522,2,2025-06-13 20:49:19,17.07,card,completed
6523,4,2025-06-13 16:15:18,10.80,card,completed
6524,3,2025-06-13 17:16:39,5.16,card,completed
6525,3,2025-06-13 12:14:09,10.28,card,completed
6526,1,2025-06-13 18:01:08,11.54,applepay,completed
6527,3,2025-06-13 11:47:29,5.44,applepay,completed
6528,3,2025-06-13 13:22:30,6.05,applepay,completed
6529,2,2025-06-13 14:35:11,5.17,card,completed
6530,1,2025-06-13 13:27:04,5.30,card,completed
6531,2,2025-06-13 13:14:20,10.27,applepay,completed
6532,1,2025-06-13 17:23:22,15.86,card,completed
6533,1,2025-06-13 17:19:04,15.70,cash,completed
6534,2,2025-06-13 13:13:57,5.51,cash,completed
6535,4,2025-06-13 17:50:00,5.38,applepay,completed
6536,2,2025-06-13 12:23:38,4.57,card,completed
6537,2,2025-06-13 21:46:02,5.41,card,completed
6538,3,2025-06-13 13:43:14,0.00,card,voided
6539,4,2025-06-13 15:58:15,6.03,applepay,completed
6540,3,2025-06-13 11:24:51,10.65,cash,completed
6541,3,2025-06-13 20:33:58,9.97,card,completed
6542,2,2025-06-13 19:27:10,28.92,card,completed
6543,1,2025-06-13 19:38:43,27.56,card,completed
6544,1,2025-06-13 12:46:04,6.11,card,completed
6545,3,2025-06-13 12:35:36,5.41,cash,completed
6546,1,2025-06-13 13:47:23,16.82,applepay,completed
6547,3,2025-06-13 17:57:12,6.04,card,completed
6548,4,2025-06-13 18:17:08,11.09,card,completed
6549,2,2025-06-13 12:39:10,12.11,cash,completed
6550,2,2025-06-13 18:33:06,9.78,card,completed
6551,1,2025-06-13 16:28:37,5.55,card,completed
6552,3,2025-06-13 16:48:10,5.43,card,completed
6553,3,2025-06-13 16:54:31,5.56,card,completed
6554,2,2025-06-13 19:56:55,5.13,card,completed
6555,2,2025-06-13 12:13:24,16.88,card,completed
6556,4,2025-06-13 22:56:42,0.68,applepay,completed
6557,1,2025-06-13 17:12:03,26.88,cash,completed
6558,2,2025-06-13 18:35:52,5.46,card,completed
6559,4,2025-06-13 12:26:45,6.20,cash,completed
6560,3,2025-06-13 18:09:46,5.43,card,completed
6561,3,2025-06-13 16:58:23,11.42,card,completed
6562,1,2025-06-13 15:08:57,9.36,cash,completed
6563,4,2025-06-13 17:25:48,0.00,cash,voided
6564,1,2025-06-13 15:03:09,10.29,card,completed
6565,2,2025-06-13 14:19:04,11.07,applepay,completed
6566,4,2025-06-13 11:58:12,5.15,card,completed
6567,2,2025-06-13 12:28:24,16.55,cash,completed
6568,4,2025-06-13 13:49:13,6.61,card,completed
6569,1,2025-06-13 11:26:28,5.34,cash,completed
6570,4,2025-06-13 19:03:44,26.54,applepay,completed
6571,4,2025-06-13 16:42:25,5.12,cash,completed
6572,1,2025-06-13 19:30:37,5.51,card,completed
6573,1,2025-06-13 14:00:45,5.43,card,completed
6574,4,2025-06-13 17:39:34,4.61,card,completed
6575,1,2025-06-13 14:48:20,15.88,applepay,completed
6576,3,2025-06-13 13:01:39,10.67,card,completed
6577,4,2025-06-13 19:37:38,11.04,cash,completed
6578,2,2025-06-13 12:34:24,21.63,card,completed
6579,2,2025-06-13 20:41:29,10.13,applepay,completed
6580,3,2025-06-13 12:15:04,10.67,card,completed
6581,1,2025-06-13 13:07:10,10.88,card,completed
6582,1,2025-06-13 19:30:38,10.13,card,completed
6583,4,2025-06-13 22:59:32,11.19,card,completed
6584,3,2025-06-13 15:24:53,8.82,card,completed
6585,1,2025-06-13 18:14:20,21.60,cash,completed
6586,1,2025-06-13 12:58:39,5.03,card,completed
6587,4,2025-06-13 17:18:13,10.47,cash,completed
6588,2,2025-06-13 17:38:45,5.90,cash,completed
6589,1,2025-06-13 15:58:34,9.89,applepay,completed
6590,2,2025-06-13 17:27:06,10.96,applepay,completed
6591,3,2025-06-13 17:07:47,5.19,card,completed
6592,1,2025-06-13 22:49:13,10.59,card,completed
6593,4,2025-06-13 12:02:37,15.51,card,completed
6594,3,2025-06-13 12:21:38,4.94,card,completed
6595,3,2025-06-13 12:23:30,10.72,applepay,completed
6596,3,2025-06-13 20:45:20,10.69,applepay,completed
6597,2,2025-06-14 12:35:16,16.09,card,completed
6598,1,2025-06-14 13:26:49,6.08,cash,completed
6599,2,2025-06-14 22:27:17,10.48,card,completed
6600,3,2025-06-14 12:49:54,25.85,card,completed
6601,1,2025-06-14 20:44:12,10.12,applepay,completed
6602,1,2025-06-14 13:23:40,5.20,card,completed
6603,2,2025-06-14 16:39:35,5.59,cash,completed
6604,3,2025-06-14 13:13:47,6.48,card,completed
6605,2,2025-06-14 19:22:34,5.95,applepay,completed
6606,4,2025-06-14 13:18:51,10.84,applepay,completed
6607,4,2025-06-14 17:44:28,9.96,applepay,completed
6608,4,2025-06-14 20:27:14,5.91,card,completed
6609,4,2025-06-14 18:08:54,5.59,card,completed
6610,1,2025-06-14 17:37:48,5.39,card,completed
6611,2,2025-06-14 17:00:23,11.14,card,completed
6612,1,2025-06-14 13:42:25,5.23,card,completed
6613,1,2025-06-14 13:11:11,6.08,card,completed
6614,3,2025-06-14 17:48:43,5.38,card,completed
6615,1,2025-06-14 14:54:37,6.00,card,completed
6616,4,2025-06-14 17:21:19,10.89,card,completed
6617,1,2025-06-14 11:51:03,9.31,cash,completed
6618,3,2025-06-14 15:15:57,10.25,card,completed
6619,1,2025-06-14 15:05:50,5.31,card,completed
6620,3,2025-06-14 18:10:28,4.54,card,completed
6621,2,2025-06-14 12:16:03,5.89,cash,completed
6622,1,2025-06-14 14:16:38,21.08,card,completed
6623,1,2025-06-14 13:12:23,10.96,cash,completed
6624,4,2025-06-14 13:19:31,25.25,card,completed
6625,4,2025-06-14 12:57:35,16.10,card,completed
6626,1,2025-06-14 20:43:24,26.40,card,completed
6627,4,2025-06-14 12:23:39,6.10,card,completed
6628,2,2025-06-14 17:07:49,0.00,cash,voided
6629,1,2025-06-14 13:53:39,0.00,card,voided
6630,4,2025-06-14 13:52:21,16.83,card,completed
6631,1,2025-06-14 20:16:50,4.65,applepay,completed
6632,1,2025-06-14 16:22:04,12.29,card,completed
6633,3,2025-06-14 20:32:31,10.92,card,completed
6634,3,2025-06-14 15:53:48,5.95,card,completed
6635,4,2025-06-14 14:37:24,5.90,card,completed
6636,3,2025-06-14 12:30:55,5.51,card,completed
6637,1,2025-06-14 19:50:22,14.46,cash,completed
6638,2,2025-06-14 12:27:21,10.62,card,completed
6639,3,2025-06-14 17:14:50,25.90,card,completed
6640,2,2025-06-14 11:34:13,10.70,applepay,completed
6641,2,2025-06-14 13:55:13,9.78,card,completed
6642,2,2025-06-14 14:00:54,15.09,applepay,completed
6643,2,2025-06-14 16:39:31,10.57,card,completed
6644,2,2025-06-14 21:15:39,5.78,card,completed
6645,1,2025-06-14 13:33:18,21.40,card,completed
6646,4,2025-06-14 15:20:32,5.21,card,completed
6647,4,2025-06-14 13:47:28,16.92,card,completed
6648,2,2025-06-14 18:17:05,22.33,card,completed
6649,3,2025-06-14 22:42:47,14.94,card,completed
6650,4,2025-06-14 18:13:08,16.43,card,completed
6651,1,2025-06-14 21:26:29,4.86,card,completed
6652,3,2025-06-14 14:22:14,5.34,applepay,completed
6653,4,2025-06-14 21:38:10,5.05,card,completed
6654,2,2025-06-14 13:08:40,5.26,card,completed
6655,1,2025-06-14 15:45:57,10.88,card,completed
6656,1,2025-06-14 20:06:25,5.30,card,completed
6657,2,2025-06-14 11:21:01,4.83,applepay,completed
6658,4,2025-06-14 20:08:37,5.27,card,completed
6659,1,2025-06-14 22:24:07,5.29,applepay,completed
6660,1,2025-06-14 16:33:08,10.72,card,completed
6661,4,2025-06-14 12:01:05,16.77,card,completed
6662,1,2025-06-14 13:11:40,10.93,card,completed
6663,2,2025-06-14 15:58:34,14.88,applepay,completed
6664,3,2025-06-14 19:28:35,5.28,card,completed
6665,3,2025-06-14 18:50:37,5.66,card,completed
6666,2,2025-06-14 13:42:48,11.24,card,completed
6667,4,2025-06-14 12:54:20,5.42,card,completed
6668,4,2025-06-14 21:38:21,10.67,card,completed
6669,2,2025-06-14 22:34:34,6.05,applepay,completed
6670,2,2025-06-14 19:08:52,5.34,card,completed
6671,1,2025-06-14 17:54:02,5.99,applepay,completed
6672,4,2025-06-14 13:33:17,10.02,card,completed
6673,2,2025-06-14 13:17:25,5.51,card,completed
6674,2,2025-06-14 22:24:29,20.88,applepay,completed
6675,3,2025-06-14 13:24:53,5.42,card,completed
6676,2,2025-06-14 17:40:25,9.90,card,completed
6677,2,2025-06-14 16:53:40,5.25,cash,completed
6678,2,2025-06-14 19:49:34,5.49,card,completed
6679,4,2025-06-14 12:20:50,5.14,card,completed
6680,1,2025-06-14 14:36:21,6.45,applepay,completed
6681,3,2025-06-14 16:28:59,16.43,applepay,completed
6682,4,2025-06-14 18:18:21,4.66,card,completed
6683,1,2025-06-14 11:51:37,10.90,card,completed
6684,4,2025-06-14 21:50:36,15.14,cash,completed
6685,1,2025-06-14 15:47:07,5.21,applepay,completed
6686,4,2025-06-14 12:04:52,1.34,card,completed
6687,4,2025-06-14 21:53:46,4.68,card,completed
6688,2,2025-06-14 16:32:25,10.82,card,completed
6689,2,2025-06-14 12:16:07,9.33,applepay,completed
6690,3,2025-06-14 13:24:18,5.22,card,completed
6691,4,2025-06-14 16:48:14,4.93,card,completed
6692,3,2025-06-14 20:09:23,5.27,applepay,completed
6693,4,2025-06-14 13:35:54,16.03,card,completed
6694,4,2025-06-14 15:58:06,5.40,card,completed
6695,2,2025-06-14 22:35:42,5.87,card,completed
6696,3,2025-06-14 11:22:54,4.98,card,completed
6697,4,2025-06-14 17:24:42,5.34,card,completed
6698,1,2025-06-14 17:20:23,5.57,applepay,completed
6699,4,2025-06-14 12:00:16,4.78,card,completed
6700,2,2025-06-14 20:23:17,16.06,card,completed
6701,4,2025-06-14 17:48:36,16.33,applepay,completed
6702,4,2025-06-14 12:57:05,15.75,applepay,completed
6703,2,2025-06-14 21:13:51,11.00,card,completed
6704,2,2025-06-14 22:47:57,5.15,card,completed
6705,3,2025-06-14 13:38:51,0.00,cash,voided
6706,4,2025-06-14 22:47:56,5.33,card,completed
6707,4,2025-06-14 16:56:12,4.76,card,completed
6708,4,2025-06-14 15:10:51,5.49,card,completed
6709,3,2025-06-14 16:24:47,27.59,card,completed
6710,2,2025-06-14 22:47:07,5.10,card,completed
6711,2,2025-06-14 11:56:55,5.58,card,completed
6712,4,2025-06-14 12:17:47,9.99,card,completed
6713,1,2025-06-14 15:55:50,5.33,card,completed
6714,3,2025-06-14 16:21:32,4.79,card,completed
6715,1,2025-06-14 15:46:03,5.99,card,completed
6716,1,2025-06-14 20:03:52,10.76,applepay,completed
6717,4,2025-06-14 15:26:55,5.13,card,completed
6718,1,2025-06-14 17:16:17,11.05,card,completed
6719,3,2025-06-14 17:35:35,16.00,card,completed
6720,1,2025-06-14 19:55:12,5.05,applepay,completed
6721,2,2025-06-14 12:01:27,6.49,applepay,completed
6722,3,2025-06-14 21:21:59,26.39,card,completed
6723,1,2025-06-14 14:40:01,10.97,applepay,completed
6724,4,2025-06-14 18:47:12,0.00,card,voided
6725,2,2025-06-14 11:49:09,21.28,card,completed
6726,4,2025-06-14 20:11:18,5.89,card,completed
6727,2,2025-06-14 18:17:27,15.76,applepay,completed
6728,3,2025-06-14 20:52:59,6.04,card,completed
6729,3,2025-06-14 13:22:50,11.77,card,completed
6730,4,2025-06-14 15:39:30,6.05,card,completed
6731,3,2025-06-14 13:08:06,4.66,card,completed
6732,1,2025-06-14 12:23:01,5.58,applepay,completed
6733,4,2025-06-14 16:01:47,20.98,card,completed
6734,2,2025-06-14 19:22:15,5.39,card,completed
6735,2,2025-06-14 16:31:01,5.24,card,completed
6736,2,2025-06-14 11:13:49,5.44,card,completed
6737,4,2025-06-14 11:23:48,5.38,card,completed
6738,4,2025-06-14 17:27:18,15.06,card,completed
6739,2,2025-06-14 20:36:24,6.00,card,completed
6740,3,2025-06-14 12:51:52,12.06,card,completed
6741,1,2025-06-14 21:14:25,26.78,card,completed
6742,4,2025-06-14 13:30:12,10.42,card,completed
6743,1,2025-06-14 17:02:43,10.63,card,completed
6744,1,2025-06-14 15:41:23,11.29,card,completed
6745,3,2025-06-14 18:28:26,25.95,card,completed
6746,1,2025-06-14 14:14:00,5.13,card,completed
6747,1,2025-06-14 11:19:28,10.24,card,completed
6748,2,2025-06-14 16:09:49,5.99,card,completed
6749,1,2025-06-14 20:15:26,5.51,applepay,completed
6750,4,2025-06-14 18:40:12,5.08,card,completed
6751,1,2025-06-14 22:28:12,5.94,cash,completed
6752,4,2025-06-14 20:52:44,9.48,applepay,completed
6753,4,2025-06-14 12:08:43,5.94,cash,completed
6754,3,2025-06-14 16:08:41,10.05,applepay,completed
6755,1,2025-06-14 13:15:10,5.30,card,completed
6756,1,2025-06-14 12:13:15,11.56,applepay,completed
6757,3,2025-06-14 19:42:18,16.29,card,completed
6758,4,2025-06-14 13:51:39,5.38,card,completed
6759,4,2025-06-14 19:38:06,16.62,card,completed
6760,3,2025-06-14 18:55:45,21.55,card,completed
6761,1,2025-06-14 14:50:04,0.68,applepay,completed
6762,4,2025-06-14 17:33:45,4.90,card,completed
6763,3,2025-06-14 13:17:47,11.12,card,completed
6764,1,2025-06-14 17:06:09,11.05,card,completed
6765,2,2025-06-14 12:37:04,6.19,cash,completed
6766,2,2025-06-14 22:08:22,9.91,card,completed
6767,4,2025-06-14 15:08:13,5.34,card,completed
6768,3,2025-06-14 19:01:01,10.71,card,completed
6769,2,2025-06-14 18:37:32,5.10,cash,completed
6770,3,2025-06-14 13:17:28,5.79,card,completed
6771,1,2025-06-14 20:13:28,9.32,cash,completed
6772,3,2025-06-14 12:49:30,27.50,card,completed
6773,3,2025-06-14 20:04:50,5.27,card,completed
6774,2,2025-06-14 20:16:46,10.49,cash,completed
6775,2,2025-06-14 13:04:21,11.16,card,completed
6776,3,2025-06-14 20:17:07,11.03,card,completed
6777,2,2025-06-14 21:23:19,6.73,card,completed
6778,3,2025-06-14 16:02:20,11.25,card,completed
6779,2,2025-06-14 13:05:39,17.12,card,completed
6780,4,2025-06-14 16:28:56,5.70,applepay,completed
6781,3,2025-06-14 17:49:27,5.28,card,completed
6782,1,2025-06-14 19:09:39,5.50,applepay,completed
6783,3,2025-06-14 19:06:09,10.69,card,completed
6784,1,2025-06-14 16:31:33,16.07,card,completed
6785,2,2025-06-14 12:32:32,5.80,card,completed
6786,3,2025-06-14 11:55:15,5.80,card,completed
6787,4,2025-06-14 19:09:41,22.72,card,completed
6788,4,2025-06-14 19:34:53,9.87,cash,completed
6789,4,2025-06-14 15:50:15,11.07,applepay,completed
6790,3,2025-06-14 16:57:12,5.31,card,completed
6791,2,2025-06-14 15:55:36,11.34,card,completed
6792,1,2025-06-14 17:35:32,5.42,cash,completed
6793,4,2025-06-14 17:55:35,5.29,card,completed
6794,4,2025-06-14 16:52:33,16.62,card,completed
6795,1,2025-06-14 18:14:49,5.80,card,completed
6796,3,2025-06-14 14:55:38,15.57,card,completed
6797,1,2025-06-14 18:19:01,6.17,applepay,completed
6798,4,2025-06-14 18:57:21,5.18,card,completed
6799,2,2025-06-14 19:48:55,0.00,card,voided
6800,3,2025-06-14 19:08:46,11.07,applepay,completed
6801,1,2025-06-14 17:46:23,16.51,card,completed
6802,1,2025-06-14 18:17:15,10.67,card,completed
6803,1,2025-06-14 19:51:18,0.00,card,voided
6804,1,2025-06-14 17:28:13,20.20,card,completed
6805,3,2025-06-14 16:04:33,4.45,applepay,completed
6806,1,2025-06-14 18:41:36,1.39,card,completed
6807,2,2025-06-14 17:27:27,5.81,cash,completed
6808,4,2025-06-14 12:42:47,14.76,card,completed
6809,2,2025-06-14 19:04:39,21.21,card,completed
6810,2,2025-06-14 14:25:28,5.85,card,completed
6811,3,2025-06-14 17:28:32,6.07,card,completed
6812,3,2025-06-14 14:43:04,21.20,applepay,completed
6813,4,2025-06-14 12:59:34,10.60,card,completed
6814,2,2025-06-14 19:18:23,15.49,card,completed
6815,2,2025-06-14 12:43:24,6.05,card,completed
6816,4,2025-06-14 19:42:32,5.49,card,completed
6817,2,2025-06-14 21:48:43,16.34,card,completed
6818,4,2025-06-14 17:14:24,6.57,applepay,completed
6819,1,2025-06-14 18:59:15,4.76,applepay,completed
