transactionitemid,transactionid,productid,quantity,unitprice
47968,25914,5,2,5.39
47969,25914,7,2,4.39
47970,25915,9,1,5.15
47971,25916,2,1,5.50
47972,25916,2,1,5.56
47973,25917,7,1,4.54
47974,25918,13,1,5.95
47975,25918,12,1,5.40
47976,25918,16,1,0.67
47977,25919,15,1,5.15
47978,25920,9,1,5.20
47979,25920,10,1,5.17
47980,25921,14,1,5.58
47981,25922,12,1,5.20
47982,25923,5,1,5.36
47983,25924,9,1,5.14
47984,25925,8,1,4.88
47985,25925,14,1,5.40
47986,25925,11,2,5.17
47987,25926,1,1,5.10
47988,25926,9,1,5.17
47989,25926,16,1,0.69
47990,25927,2,1,5.45
47991,25928,7,1,4.48
47992,25928,13,1,5.96
47993,25929,9,1,5.37
47994,25930,7,1,4.55
47995,25931,1,1,5.11
47996,25931,12,1,5.32
47997,25931,13,1,5.91
47998,25932,16,2,0.70
47999,25932,2,1,5.30
48000,25933,9,1,5.32
48001,25933,1,1,4.91
48002,25933,15,1,5.25
48003,25934,12,1,5.12
48004,25935,5,2,5.33
48005,25936,4,1,5.79
48006,25937,6,1,4.92
48007,25937,9,2,5.34
48008,25938,2,1,5.28
48009,25939,7,1,4.55
48010,25939,13,1,5.79
48011,25939,16,1,0.67
48012,25940,4,1,5.86
48013,25941,3,2,5.43
48014,25941,1,1,5.01
48015,25942,12,1,5.32
48016,25943,16,2,0.67
48017,25943,8,1,4.74
48018,25944,12,1,5.10
48019,25944,4,1,5.74
48020,25944,5,1,5.47
48021,25945,6,1,4.83
48022,25945,9,1,5.39
48023,25945,16,1,0.67
48024,25946,5,2,5.56
48025,25947,12,1,5.35
48026,25948,1,1,5.11
48027,25948,1,1,5.09
48028,25949,9,1,5.15
48029,25949,9,1,5.15
48030,25950,11,1,5.15
48031,25951,11,1,5.19
48032,25951,14,1,5.37
48033,25953,14,2,5.28
48034,25953,14,2,5.57
48035,25954,10,1,5.19
48036,25954,16,1,0.69
48037,25955,15,1,5.38
48038,25956,1,1,5.08
48039,25957,3,1,5.50
48040,25957,16,1,0.69
48041,25958,2,2,5.44
48042,25958,10,1,5.24
48043,25959,8,1,4.81
48044,25959,7,1,4.52
48045,25960,10,1,5.13
48046,25960,16,1,0.68
48047,25961,3,1,5.41
48048,25962,15,1,5.36
48049,25962,4,1,5.73
48050,25963,1,1,4.99
48051,25964,8,1,4.83
48052,25964,16,1,0.69
48053,25965,16,1,0.67
48054,25966,16,1,0.70
48055,25967,4,1,5.99
48056,25968,7,1,4.39
48057,25969,16,1,0.68
48058,25970,11,1,5.10
48059,25971,3,1,5.58
48060,25971,15,1,5.22
48061,25971,16,1,0.69
48062,25972,1,2,4.89
48063,25972,3,2,5.51
48064,25973,6,1,4.90
48065,25973,7,2,4.46
48066,25973,1,1,4.87
48067,25974,2,1,5.35
48068,25975,10,2,5.20
48069,25975,13,1,6.04
48070,25975,9,1,5.09
48071,25976,5,1,5.51
48072,25976,16,1,0.69
48073,25977,9,1,5.13
48074,25977,1,1,5.12
48075,25977,16,1,0.67
48076,25977,2,1,5.41
48077,25977,16,1,0.69
48078,25978,6,2,4.81
48079,25979,1,1,4.95
48080,25979,15,1,5.29
48081,25980,3,2,5.33
48082,25981,4,1,6.05
48083,25981,2,1,5.32
48084,25981,5,2,5.45
48085,25981,4,1,5.86
48086,25982,14,1,5.50
48087,25983,5,1,5.39
48088,25983,12,1,5.20
48089,25984,3,1,5.47
48090,25984,7,1,4.58
48091,25985,15,1,5.29
48092,25985,11,1,5.09
48093,25986,10,1,5.29
48094,25986,4,1,6.02
48095,25986,2,1,5.27
48096,25986,16,1,0.68
48097,25987,6,1,4.65
48098,25987,16,1,0.66
48099,25988,14,1,5.32
48100,25989,14,1,5.41
48101,25989,16,1,0.68
48102,25990,11,1,5.14
48103,25990,4,1,6.00
48104,25991,12,1,5.14
48105,25991,8,1,4.73
48106,25992,16,1,0.69
48107,25992,16,1,0.70
48108,25993,13,1,5.99
48109,25993,5,1,5.41
48110,25994,9,1,5.12
48111,25995,2,1,5.34
48112,25996,6,1,4.93
48113,25996,16,1,0.66
48114,25997,12,1,5.35
48115,25997,6,1,4.84
48116,25997,5,1,5.37
48117,25997,4,1,5.91
48118,25998,14,1,5.31
48119,25998,10,1,5.17
48120,25998,16,1,0.69
48121,25999,14,1,5.50
48122,26000,11,1,5.18
48123,26000,16,1,0.68
48124,26001,4,1,5.90
48125,26001,15,1,5.17
48126,26002,6,1,4.87
48127,26002,11,1,5.31
48128,26003,1,1,4.84
48129,26003,16,1,0.67
48130,26004,3,1,5.28
48131,26004,16,1,0.70
48132,26005,16,1,0.70
48133,26005,2,1,5.40
48134,26006,14,1,5.59
48135,26006,11,1,5.33
48136,26007,3,1,5.55
48137,26007,3,2,5.49
48138,26007,16,1,0.69
48139,26008,4,2,5.73
48140,26009,11,1,5.38
48141,26009,14,1,5.45
48142,26010,4,1,5.89
48143,26010,16,1,0.70
48144,26011,11,1,5.11
48145,26012,9,1,5.27
48146,26012,4,1,5.93
48147,26012,16,1,0.66
48148,26013,16,1,0.67
48149,26013,6,1,4.75
48150,26014,4,2,5.86
48151,26015,5,2,5.51
48152,26016,9,1,5.13
48153,26017,9,1,5.28
48154,26017,2,1,5.27
48155,26018,12,1,5.36
48156,26019,2,1,5.41
48157,26020,14,1,5.41
48158,26020,12,1,5.11
48159,26020,16,1,0.67
48160,26021,10,1,5.16
48161,26021,6,1,4.84
48162,26022,3,1,5.47
48163,26023,11,1,5.15
48164,26023,16,1,0.68
48165,26024,5,2,5.50
48166,26024,9,1,5.19
48167,26025,15,1,5.14
48168,26026,5,1,5.30
48169,26026,16,1,0.68
48170,26027,8,1,4.67
48171,26028,11,1,5.18
48172,26028,16,1,0.67
48173,26029,6,1,4.89
48174,26029,7,1,4.54
48175,26030,1,2,5.00
48176,26031,1,1,4.84
48177,26031,16,1,0.66
48178,26032,14,1,5.47
48179,26033,1,1,4.99
48180,26033,16,1,0.70
48181,26034,3,1,5.46
48182,26034,11,1,5.16
48183,26035,10,1,5.37
48184,26036,1,1,4.90
48185,26037,3,1,5.52
48186,26037,3,1,5.33
48187,26037,16,1,0.70
48188,26038,5,2,5.31
48189,26038,1,1,4.86
48190,26038,14,2,5.26
48191,26038,13,1,6.04
48192,26039,10,1,5.17
48193,26039,10,1,5.22
48194,26040,12,1,5.21
48195,26040,9,1,5.32
48196,26041,10,1,5.37
48197,26042,13,1,6.01
48198,26042,2,1,5.43
48199,26042,1,1,5.03
48200,26043,8,1,4.90
48201,26043,16,1,0.69
48202,26044,10,1,5.40
48203,26044,4,1,5.70
48204,26044,2,1,5.28
48205,26045,15,2,5.14
48206,26046,2,1,5.55
48207,26047,11,1,5.23
48208,26047,10,1,5.28
48209,26048,5,2,5.35
48210,26048,9,1,5.32
48211,26049,4,1,6.02
48212,26049,3,1,5.39
48213,26049,16,1,0.67
48214,26050,4,1,5.93
48215,26051,7,1,4.49
48216,26051,12,1,5.19
48217,26051,2,1,5.28
48218,26051,16,1,0.68
48219,26052,5,1,5.47
48220,26053,8,2,4.69
48221,26053,4,1,6.01
48222,26053,7,2,4.43
48223,26054,12,2,5.24
48224,26055,3,1,5.58
48225,26056,12,1,5.29
48226,26056,6,1,4.75
48227,26057,6,2,4.74
48228,26057,9,1,5.22
48229,26058,15,1,5.13
48230,26058,6,1,4.91
48231,26059,13,1,5.90
48232,26059,13,1,5.80
48233,26059,16,1,0.70
48234,26060,4,1,5.73
48235,26060,16,1,0.67
48236,26061,4,1,5.72
48237,26061,10,2,5.22
48238,26061,16,1,0.69
48239,26062,7,1,4.49
48240,26063,2,1,5.31
48241,26063,2,1,5.36
48242,26063,9,1,5.33
48243,26063,2,1,5.58
48244,26064,3,1,5.28
48245,26065,5,1,5.31
48246,26066,3,2,5.58
48247,26066,3,1,5.59
48248,26067,5,1,5.42
48249,26068,8,2,4.82
48250,26069,1,1,5.05
48251,26070,5,1,5.30
48252,26070,16,1,0.70
48253,26071,1,1,4.87
48254,26071,6,1,4.89
48255,26071,11,2,5.30
48256,26072,8,1,4.74
48257,26072,1,2,4.94
48258,26073,5,1,5.41
48259,26074,6,1,4.74
48260,26074,13,1,5.78
48261,26074,16,1,0.69
48262,26075,2,1,5.54
48263,26076,3,2,5.30
48264,26076,14,1,5.58
48265,26077,9,1,5.31
48266,26077,10,1,5.36
48267,26077,1,1,5.10
48268,26078,3,1,5.49
48269,26079,4,1,5.74
48270,26080,1,1,4.84
48271,26081,5,1,5.51
48272,26082,1,1,5.07
48273,26083,5,1,5.31
48274,26083,13,2,5.95
48275,26083,5,1,5.41
48276,26085,4,1,5.93
48277,26086,12,1,5.19
48278,26087,14,1,5.34
48279,26087,5,1,5.32
48280,26088,11,2,5.19
48281,26088,15,1,5.26
48282,26088,16,1,0.66
48283,26089,14,1,5.41
48284,26090,13,2,6.00
48285,26090,10,1,5.40
48286,26091,1,1,4.98
48287,26091,16,1,0.68
48288,26091,14,1,5.58
48289,26092,6,1,4.91
48290,26093,10,1,5.22
48291,26094,5,1,5.52
48292,26095,2,1,5.55
48293,26095,10,1,5.28
48294,26095,16,1,0.67
48295,26096,1,1,5.10
48296,26096,5,1,5.41
48297,26096,4,1,6.00
48298,26097,2,1,5.42
48299,26097,1,1,4.86
48300,26097,12,1,5.13
48301,26098,3,1,5.41
48302,26098,16,1,0.69
48303,26099,1,1,4.85
48304,26099,11,1,5.32
48305,26100,14,1,5.35
48306,26102,8,1,4.87
48307,26102,8,1,4.69
48308,26102,4,1,5.95
48309,26102,16,1,0.68
48310,26103,1,2,5.03
48311,26104,6,2,4.74
48312,26104,16,1,0.66
48313,26105,5,1,5.33
48314,26106,11,2,5.37
48315,26106,16,1,0.66
48316,26107,6,1,4.86
48317,26108,1,1,5.01
48318,26109,4,1,5.72
48319,26110,6,2,4.76
48320,26110,8,1,4.92
48321,26110,16,1,0.68
48322,26111,2,1,5.51
48323,26113,8,1,4.92
48324,26113,8,1,4.75
48325,26113,8,1,4.85
48326,26113,12,1,5.24
48327,26113,16,1,0.66
48328,26114,7,1,4.65
48329,26114,11,1,5.33
48330,26114,14,1,5.36
48331,26115,7,1,4.61
48332,26116,5,2,5.41
48333,26116,9,1,5.12
48334,26116,12,2,5.36
48335,26116,8,1,4.82
48336,26117,5,1,5.51
48337,26118,8,1,4.75
48338,26118,6,1,4.84
48339,26118,12,1,5.18
48340,26118,2,1,5.40
48341,26119,10,1,5.09
48342,26119,15,1,5.19
48343,26120,12,2,5.30
48344,26121,4,1,5.75
48345,26122,4,1,5.97
48346,26122,16,1,0.67
48347,26123,8,1,4.88
48348,26124,2,1,5.28
48349,26124,14,1,5.59
48350,26124,10,1,5.15
48351,26125,8,1,4.76
48352,26125,9,1,5.17
48353,26125,16,1,0.69
48354,26126,16,2,0.67
48355,26126,12,1,5.32
48356,26128,10,1,5.10
48357,26128,4,1,5.92
48358,26129,15,1,5.27
48359,26129,16,1,0.67
48360,26130,5,2,5.35
48361,26130,7,1,4.58
48362,26131,9,1,5.28
48363,26131,16,1,0.68
48364,26132,5,2,5.48
48365,26132,16,1,0.69
48366,26133,2,1,5.27
48367,26133,6,1,4.87
48368,26134,1,1,4.89
48369,26134,16,1,0.70
48370,26135,10,1,5.19
48371,26135,16,1,0.70
48372,26136,13,1,5.75
48373,26136,1,1,5.04
48374,26137,1,1,4.83
48375,26138,2,2,5.53
48376,26139,4,1,5.96
48377,26141,13,1,5.90
48378,26141,1,1,5.10
48379,26141,5,2,5.27
48380,26141,9,1,5.17
48381,26142,1,1,5.03
48382,26143,4,1,5.99
48383,26143,1,1,4.95
48384,26144,3,2,5.55
48385,26144,14,1,5.45
48386,26145,2,1,5.47
48387,26145,14,1,5.57
48388,26146,8,1,4.78
48389,26147,15,1,5.11
48390,26148,3,1,5.37
48391,26149,2,1,5.32
48392,26149,1,1,4.89
48393,26150,2,1,5.52
48394,26151,1,1,5.09
48395,26152,3,1,5.50
48396,26152,16,1,0.69
48397,26153,14,2,5.46
48398,26153,8,1,4.90
48399,26153,16,1,0.66
48400,26154,3,1,5.46
48401,26154,11,2,5.16
48402,26154,16,1,0.66
48403,26155,16,2,0.69
48404,26156,10,1,5.38
48405,26157,10,1,5.22
48406,26158,11,1,5.33
48407,26159,9,1,5.17
48408,26160,2,2,5.44
48409,26160,16,1,0.67
48410,26161,10,1,5.28
48411,26161,3,1,5.38
48412,26162,11,2,5.11
48413,26162,15,1,5.28
48414,26162,5,1,5.29
48415,26163,4,2,5.85
48416,26163,7,1,4.50
48417,26164,1,1,4.89
48418,26164,12,2,5.30
48419,26166,4,1,5.81
48420,26167,1,1,5.02
48421,26167,5,2,5.49
48422,26167,5,1,5.46
48423,26167,16,1,0.69
48424,26168,1,2,5.02
48425,26168,6,1,4.69
48426,26169,10,1,5.35
48427,26169,3,1,5.27
48428,26169,2,1,5.42
48429,26169,15,1,5.22
48430,26170,4,1,5.72
48431,26171,14,1,5.31
48432,26172,12,1,5.14
48433,26172,16,1,0.66
48434,26173,13,1,6.00
48435,26173,1,1,5.09
48436,26173,16,1,0.67
48437,26174,15,1,5.39
48438,26174,16,1,0.67
48439,26175,3,1,5.41
48440,26175,16,1,0.69
48441,26176,11,1,5.32
48442,26177,10,1,5.32
48443,26177,6,1,4.72
48444,26177,12,1,5.34
48445,26178,3,1,5.59
48446,26180,2,1,5.41
48447,26180,16,1,0.67
48448,26181,9,2,5.09
48449,26181,16,1,0.66
48450,26182,6,1,4.84
48451,26183,2,2,5.54
48452,26183,6,1,4.68
48453,26183,3,2,5.41
48454,26184,9,1,5.09
48455,26185,2,1,5.29
48456,26186,10,1,5.14
48457,26186,4,1,5.93
48458,26186,16,1,0.68
48459,26187,15,1,5.26
48460,26188,7,1,4.39
48461,26188,10,1,5.27
48462,26189,9,1,5.32
48463,26190,2,1,5.56
48464,26190,9,2,5.13
48465,26190,11,1,5.20
48466,26191,1,1,4.87
48467,26192,4,1,5.70
48468,26193,13,1,6.05
48469,26193,12,1,5.19
48470,26194,3,1,5.56
48471,26194,1,1,5.05
48472,26195,2,2,5.43
48473,26195,14,1,5.34
48474,26196,11,1,5.14
48475,26196,8,1,4.72
48476,26197,6,1,4.67
48477,26198,6,1,4.68
48478,26198,16,1,0.69
48479,26199,10,1,5.21
48480,26200,7,1,4.56
48481,26201,10,1,5.22
48482,26202,12,2,5.23
48483,26203,1,1,4.96
48484,26203,16,1,0.69
48485,26204,2,1,5.35
48486,26204,11,1,5.10
48487,26205,13,1,5.89
48488,26205,11,1,5.26
48489,26206,7,1,4.40
48490,26207,1,1,5.00
48491,26208,3,1,5.56
48492,26208,4,1,5.91
48493,26208,15,1,5.13
48494,26209,1,1,5.12
48495,26209,12,1,5.39
48496,26209,16,1,0.66
48497,26210,3,1,5.46
48498,26210,11,2,5.22
48499,26211,1,1,5.03
48500,26211,16,1,0.68
48501,26212,7,1,4.50
48502,26212,3,1,5.35
48503,26213,1,1,5.08
48504,26214,6,1,4.78
48505,26215,10,1,5.36
48506,26216,5,1,5.37
48507,26217,3,1,5.35
48508,26218,14,2,5.30
48509,26218,1,1,5.06
48510,26219,1,1,4.94
48511,26219,11,1,5.14
48512,26219,11,1,5.11
48513,26219,16,1,0.68
48514,26220,14,2,5.44
48515,26220,16,1,0.67
48516,26221,5,2,5.56
48517,26221,2,1,5.32
48518,26221,16,1,0.68
48519,26223,10,1,5.15
48520,26223,14,1,5.39
48521,26223,16,1,0.70
48522,26224,3,1,5.56
48523,26224,16,1,0.70
48524,26225,1,1,5.12
48525,26226,1,1,5.00
48526,26227,1,1,4.86
48527,26227,14,1,5.41
48528,26227,3,1,5.42
48529,26227,10,1,5.37
48530,26228,4,1,5.80
48531,26228,9,1,5.13
48532,26229,6,1,4.73
48533,26229,16,1,0.66
48534,26230,3,1,5.34
48535,26230,4,2,5.86
48536,26230,12,1,5.16
48537,26230,11,1,5.10
48538,26230,16,1,0.68
48539,26231,6,1,4.71
48540,26232,15,1,5.22
48541,26232,16,1,0.66
48542,26233,12,1,5.14
48543,26233,2,1,5.27
48544,26234,15,1,5.24
48545,26234,1,1,4.87
48546,26235,14,1,5.49
48547,26236,1,1,4.95
48548,26237,2,1,5.43
48549,26237,14,1,5.46
48550,26237,3,1,5.58
48551,26238,1,1,4.93
48552,26238,4,1,5.91
48553,26239,8,1,4.76
48554,26239,16,1,0.69
48555,26240,10,1,5.20
48556,26241,11,1,5.19
48557,26242,11,1,5.38
48558,26242,4,1,6.01
48559,26243,1,1,4.99
48560,26243,16,1,0.69
48561,26244,2,1,5.32
48562,26244,14,1,5.51
48563,26244,16,1,0.68
48564,26245,14,1,5.33
48565,26245,14,2,5.55
48566,26246,4,1,5.75
48567,26246,9,1,5.16
48568,26247,5,1,5.43
48569,26249,11,1,5.18
48570,26250,13,1,5.80
48571,26250,16,1,0.70
48572,26251,2,1,5.26
48573,26251,1,1,5.08
48574,26251,4,1,5.93
48575,26251,11,1,5.16
48576,26252,12,1,5.11
48577,26253,11,1,5.25
48578,26253,6,1,4.65
48579,26253,11,1,5.37
48580,26253,12,1,5.29
48581,26254,3,2,5.54
48582,26254,10,2,5.39
48583,26254,1,1,5.06
48584,26255,12,1,5.31
48585,26255,16,1,0.67
48586,26256,4,1,5.86
48587,26256,16,1,0.68
48588,26257,15,1,5.37
48589,26258,7,1,4.54
48590,26259,6,1,4.82
48591,26260,4,1,5.79
48592,26260,10,1,5.22
48593,26261,4,1,5.80
48594,26261,5,1,5.33
48595,26261,14,1,5.45
48596,26262,13,1,6.04
48597,26263,11,1,5.12
48598,26263,2,1,5.57
48599,26263,12,2,5.32
48600,26264,13,1,5.89
48601,26265,12,1,5.13
48602,26266,5,1,5.27
48603,26266,10,1,5.39
48604,26266,16,1,0.69
48605,26266,5,1,5.44
48606,26267,5,1,5.35
48607,26267,9,1,5.09
48608,26267,16,1,0.70
48609,26268,14,1,5.38
48610,26268,16,1,0.69
48611,26269,2,1,5.38
48612,26269,7,1,4.43
48613,26270,10,1,5.33
48614,26271,1,1,5.11
48615,26271,10,1,5.18
48616,26271,16,1,0.68
48617,26272,5,1,5.49
48618,26273,11,1,5.35
48619,26274,5,1,5.32
48620,26274,13,1,5.71
48621,26274,16,1,0.68
48622,26275,7,2,4.60
48623,26275,2,1,5.28
48624,26276,11,1,5.15
48625,26277,3,1,5.32
48626,26277,8,1,4.70
48627,26277,11,1,5.31
48628,26278,14,1,5.48
48629,26278,16,1,0.69
48630,26279,12,1,5.11
48631,26279,9,2,5.21
48632,26280,3,1,5.51
48633,26280,5,1,5.52
48634,26280,1,1,4.97
48635,26280,3,1,5.54
48636,26281,10,2,5.26
48637,26281,7,1,4.44
48638,26281,7,1,4.55
48639,26282,12,1,5.24
48640,26283,5,1,5.48
48641,26284,6,1,4.69
48642,26285,10,1,5.23
48643,26286,9,1,5.24
48644,26286,16,1,0.66
48645,26287,2,1,5.49
48646,26288,12,1,5.18
48647,26288,5,1,5.32
48648,26288,4,1,6.05
48649,26289,9,1,5.38
48650,26290,4,1,5.89
48651,26291,16,1,0.66
48652,26291,16,1,0.68
48653,26292,3,1,5.57
48654,26293,1,1,4.87
48655,26294,11,1,5.21
48656,26294,2,1,5.57
48657,26295,4,1,5.88
48658,26295,16,1,0.67
48659,26296,11,1,5.19
48660,26297,14,1,5.33
48661,26297,7,1,4.60
48662,26297,16,1,0.70
48663,26298,1,1,4.94
48664,26298,3,1,5.38
48665,26299,6,1,4.88
48666,26299,13,1,5.94
48667,26299,16,1,0.67
48668,26300,2,1,5.28
48669,26301,7,1,4.46
48670,26301,16,1,0.67
48671,26302,1,1,5.08
48672,26304,10,1,5.21
48673,26304,16,1,0.67
48674,26305,11,1,5.20
48675,26305,16,1,0.70
48676,26306,12,1,5.13
48677,26306,7,1,4.55
48678,26306,1,1,5.00
48679,26307,5,1,5.39
48680,26307,10,1,5.17
48681,26308,2,1,5.45
48682,26308,2,2,5.35
48683,26308,15,2,5.16
48684,26309,4,1,5.78
48685,26309,5,1,5.43
48686,26309,4,1,5.71
48687,26309,16,1,0.67
48688,26310,6,1,4.75
48689,26311,4,2,5.72
48690,26312,5,1,5.35
48691,26313,2,1,5.30
48692,26314,11,1,5.33
48693,26315,12,1,5.38
48694,26315,3,1,5.55
48695,26315,4,1,5.98
48696,26316,9,1,5.24
48697,26316,11,1,5.22
48698,26317,15,1,5.22
48699,26317,12,1,5.34
48700,26317,15,2,5.19
48701,26317,16,1,0.67
48702,26318,11,2,5.34
48703,26319,2,2,5.48
48704,26319,14,1,5.55
48705,26319,16,1,0.66
48706,26320,11,1,5.26
48707,26320,15,1,5.19
48708,26320,1,1,4.97
48709,26321,5,1,5.31
48710,26322,3,1,5.49
48711,26322,4,1,5.72
48712,26323,9,1,5.38
48713,26324,5,1,5.47
48714,26325,12,1,5.38
48715,26326,3,1,5.34
48716,26326,1,1,4.89
48717,26326,16,1,0.70
48718,26327,10,1,5.35
48719,26328,10,1,5.11
48720,26328,5,1,5.28
48721,26328,16,1,0.67
48722,26329,1,2,5.07
48723,26329,5,1,5.37
48724,26330,9,1,5.28
48725,26330,10,1,5.20
48726,26330,4,1,5.94
48727,26330,5,1,5.53
48728,26330,16,1,0.67
48729,26331,11,2,5.26
48730,26332,1,1,4.95
48731,26333,3,1,5.33
48732,26334,12,1,5.36
48733,26335,5,1,5.43
48734,26336,14,1,5.38
48735,26336,3,1,5.39
48736,26337,11,1,5.32
48737,26337,10,1,5.15
48738,26337,4,1,5.80
48739,26338,8,1,4.84
48740,26339,2,2,5.37
48741,26340,10,1,5.17
48742,26340,8,1,4.73
48743,26341,5,1,5.51
48744,26342,1,1,4.90
48745,26343,3,1,5.32
48746,26344,9,1,5.19
48747,26344,16,1,0.69
48748,26345,9,1,5.40
48749,26346,11,1,5.14
48750,26346,10,2,5.13
48751,26346,16,1,0.67
48752,26347,12,1,5.36
48753,26348,12,1,5.13
48754,26349,2,1,5.28
48755,26350,11,2,5.34
48756,26350,16,1,0.68
48757,26351,6,1,4.82
48758,26351,7,1,4.55
48759,26351,15,1,5.37
48760,26351,10,1,5.20
48761,26352,3,2,5.34
48762,26353,9,1,5.19
48763,26353,14,1,5.35
48764,26354,15,1,5.38
48765,26354,16,1,0.68
48766,26355,10,1,5.32
48767,26356,2,1,5.48
48768,26357,2,1,5.33
48769,26358,7,2,4.57
48770,26358,10,1,5.36
48771,26359,14,1,5.32
48772,26359,16,1,0.66
48773,26360,10,1,5.18
48774,26361,5,1,5.55
48775,26361,3,1,5.41
48776,26362,2,2,5.34
48777,26363,14,1,5.44
48778,26363,2,1,5.32
48779,26364,6,1,4.94
48780,26365,1,1,4.86
48781,26365,15,1,5.32
48782,26365,5,1,5.37
48783,26366,12,1,5.33
48784,26367,1,1,5.00
48785,26367,4,1,5.80
48786,26367,1,1,5.09
48787,26367,1,1,4.98
48788,26367,16,1,0.69
48789,26368,5,1,5.53
48790,26368,12,1,5.11
48791,26369,3,1,5.51
48792,26370,2,2,5.35
48793,26370,9,1,5.24
48794,26370,16,1,0.70
48795,26371,4,1,5.86
48796,26371,12,2,5.36
48797,26372,4,1,5.99
48798,26373,10,1,5.22
48799,26373,11,1,5.10
48800,26373,1,1,4.97
48801,26373,16,1,0.70
48802,26374,2,1,5.30
48803,26375,1,1,4.96
48804,26375,6,1,4.92
48805,26376,5,1,5.32
48806,26376,12,1,5.28
48807,26376,4,1,5.86
48808,26377,4,1,6.05
48809,26378,2,1,5.58
48810,26379,1,1,5.02
48811,26379,5,1,5.43
48812,26379,4,1,5.81
48813,26380,2,1,5.56
48814,26380,16,1,0.67
48815,26382,5,1,5.42
48816,26383,16,1,0.69
48817,26384,5,1,5.51
48818,26385,8,1,4.72
48819,26386,6,2,4.81
48820,26386,16,1,0.70
48821,26387,15,1,5.18
48822,26387,7,2,4.54
48823,26388,10,1,5.16
48824,26389,16,1,0.70
48825,26389,16,1,0.67
48826,26390,8,1,4.84
48827,26391,4,1,5.91
48828,26392,9,1,5.32
48829,26392,9,2,5.12
48830,26393,1,1,5.10
48831,26393,6,1,4.86
48832,26393,8,1,4.67
48833,26393,11,1,5.21
48834,26394,11,2,5.22
48835,26394,16,1,0.67
48836,26395,13,1,5.92
48837,26395,14,1,5.43
48838,26396,13,1,5.89
48839,26397,9,1,5.14
48840,26397,16,1,0.68
48841,26398,14,1,5.39
48842,26399,11,1,5.29
48843,26399,9,1,5.25
48844,26400,5,1,5.59
48845,26401,14,1,5.51
48846,26402,8,1,4.84
48847,26403,16,1,0.69
48848,26405,11,1,5.27
48849,26405,16,1,0.67
48850,26406,1,1,4.93
48851,26407,12,1,5.12
48852,26407,13,1,5.77
48853,26407,2,1,5.43
48854,26408,11,1,5.17
48855,26408,6,1,4.74
48856,26408,1,1,4.87
48857,26409,13,1,5.90
48858,26409,12,1,5.19
48859,26409,16,1,0.67
48860,26410,7,1,4.63
48861,26410,16,1,0.67
48862,26411,1,1,5.04
48863,26412,7,1,4.46
48864,26412,16,1,0.68
48865,26413,1,1,5.03
48866,26413,9,1,5.14
48867,26413,5,1,5.28
48868,26414,1,1,4.98
48869,26415,6,1,4.82
48870,26416,1,1,4.99
48871,26416,2,2,5.42
48872,26416,1,1,4.95
48873,26416,4,1,5.72
48874,26416,16,1,0.67
48875,26417,10,1,5.39
48876,26418,10,2,5.24
48877,26419,9,1,5.13
48878,26419,8,1,4.68
48879,26420,5,1,5.47
48880,26420,5,1,5.41
48881,26421,2,1,5.39
48882,26421,15,1,5.29
48883,26421,2,1,5.57
48884,26422,10,1,5.22
48885,26422,10,2,5.27
48886,26422,16,1,0.70
48887,26423,5,1,5.47
48888,26424,2,1,5.26
48889,26424,16,1,0.66
48890,26425,4,2,5.98
48891,26426,1,1,4.99
48892,26426,16,1,0.67
48893,26427,5,1,5.41
48894,26427,16,1,0.67
48895,26428,1,1,5.10
48896,26428,2,1,5.54
48897,26428,5,1,5.43
48898,26429,3,1,5.56
48899,26429,16,1,0.67
48900,26430,15,1,5.20
48901,26430,3,1,5.39
48902,26430,10,1,5.15
48903,26431,4,2,6.02
48904,26431,16,1,0.66
48905,26432,8,1,4.71
48906,26433,13,1,6.02
48907,26434,6,1,4.86
48908,26434,4,1,5.75
48909,26435,3,1,5.42
48910,26435,3,2,5.48
48911,26435,3,2,5.43
48912,26435,7,1,4.64
48913,26435,16,1,0.70
48914,26436,15,1,5.30
48915,26437,6,1,4.82
48916,26437,14,1,5.41
48917,26437,15,2,5.25
48918,26438,5,2,5.43
48919,26438,10,1,5.21
48920,26439,12,2,5.15
48921,26439,8,1,4.66
48922,26440,9,1,5.39
48923,26441,3,1,5.59
48924,26442,16,1,0.69
48925,26442,14,1,5.53
48926,26442,12,1,5.29
48927,26443,4,1,5.74
48928,26443,16,1,0.68
48929,26444,1,1,4.83
48930,26444,2,1,5.29
48931,26444,5,1,5.31
48932,26445,3,1,5.41
48933,26445,6,1,4.90
48934,26445,12,2,5.27
48935,26445,16,1,0.67
48936,26446,1,2,4.86
48937,26446,16,1,0.68
48938,26447,4,1,5.91
48939,26448,11,1,5.09
48940,26449,16,1,0.70
48941,26449,10,1,5.29
48942,26449,11,1,5.29
48943,26449,16,1,0.70
48944,26450,5,1,5.53
48945,26451,10,1,5.31
48946,26452,4,1,6.03
48947,26452,9,1,5.30
48948,26453,4,1,5.74
48949,26454,14,1,5.32
48950,26454,14,1,5.53
48951,26455,16,1,0.68
48952,26455,16,1,0.70
48953,26456,13,1,5.72
48954,26456,9,2,5.33
48955,26456,7,1,4.40
48956,26458,16,1,0.69
48957,26458,2,1,5.36
48958,26458,14,1,5.27
48959,26459,11,1,5.19
48960,26460,1,1,5.03
48961,26460,16,1,0.70
48962,26461,3,1,5.32
48963,26461,2,1,5.44
48964,26462,4,1,5.99
48965,26463,4,1,6.01
